LP	Substancja	EAN	Nazwa	Postać	Dawka	Zawartość	Wskazania	Odpłatność	Dopłata
4098	Tramadolum	05909990294619	Tramadol SYNTEZA	kapsułki twarde	50 mg	20 szt. (2 blist.po 10 szt.)	Nowotwory złośliwe; 	bezpłatny do limitu	3,71
4099	Tramadolum	05909990780334	Tramal Retard 50	tabl. powl. o przedłużonym uwalnianiu	50 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	4,48
4100	Tramadolum	05909990780334	Tramal Retard 50	tabl. powl. o przedłużonym uwalnianiu	50 mg	30 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	1,58
4101	Tramadolum	05909990780341	Tramal Retard 50	tabl. powl. o przedłużonym uwalnianiu	50 mg	50 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	6,89
4102	Tramadolum	05909990780341	Tramal Retard 50	tabl. powl. o przedłużonym uwalnianiu	50 mg	50 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	2,05
4103	Tramadolum	05909990947416	Tramundin	tabl. powl. o przedłużonym uwalnianiu	100 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	9,44
4104	Tramadolum	05909990947416	Tramundin	tabl. powl. o przedłużonym uwalnianiu	100 mg	30 szt. (3 blist.po 10 szt.)	Nowotwory złośliwe; 	bezpłatny do limitu	3,63
4105	Tramadolum + Paracetamolum	05909990735167	Doreta	tabletki powlekane	37.5+325 mg	60 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	4,93
4106	Tramadolum + Paracetamolum	05909990735167	Doreta	tabletki powlekane	37.5+325 mg	60 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,58
4107	Tramadolum + Paracetamolum	05909991143923	Doreta	tabletki powlekane	37.5+325 mg	90 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	6,53
4108	Tramadolum + Paracetamolum	05909991143923	Doreta	tabletki powlekane	37.5+325 mg	90 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,00
4109	Tramadolum + Paracetamolum	05909990936595	Doreta	tabletki powlekane	75+650 mg	60 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	8,57
4110	Tramadolum + Paracetamolum	05909990936595	Doreta	tabletki powlekane	75+650 mg	60 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,00
4111	Tramadolum + Paracetamolum	05909991143930	Doreta	tabletki powlekane	75+650 mg	90 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	12,41
4112	Tramadolum + Paracetamolum	05909991143930	Doreta	tabletki powlekane	75+650 mg	90 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,00
4113	Tramadolum + Paracetamolum	05909990971763	Exbol	tabletki	37.5+325 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	2,73
4114	Tramadolum + Paracetamolum	05909990971763	Exbol	tabletki	37.5+325 mg	30 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,55
4115	Tramadolum + Paracetamolum	05909990806287	Padolten	tabletki powlekane	37.5+325 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	2,77
4116	Tramadolum + Paracetamolum	05909990806287	Padolten	tabletki powlekane	37.5+325 mg	30 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,59
4117	Tramadolum + Paracetamolum	05909990806294	Padolten	tabletki powlekane	37.5+325 mg	60 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	4,91
4118	Tramadolum + Paracetamolum	05909990806294	Padolten	tabletki powlekane	37.5+325 mg	60 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,56
4119	Tramadolum + Paracetamolum	05909990806300	Padolten	tabletki powlekane	37.5+325 mg	90 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	6,74
4120	Tramadolum + Paracetamolum	05909990806300	Padolten	tabletki powlekane	37.5+325 mg	90 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,21
4121	Tramadolum + Paracetamolum	05909991195076	Palgotal	tabletki powlekane	75+650 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	4,70
4122	Tramadolum + Paracetamolum	05909991195076	Palgotal	tabletki powlekane	75+650 mg	30 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,35
4123	Tramadolum + Paracetamolum	05909990840984	Poltram Combo	tabletki powlekane	37.5+325 mg	20 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	1,88
4124	Tramadolum + Paracetamolum	05909990840984	Poltram Combo	tabletki powlekane	37.5+325 mg	20 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,43
4125	Tramadolum + Paracetamolum	05909990840991	Poltram Combo	tabletki powlekane	37.5+325 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	2,83
4126	Tramadolum + Paracetamolum	05909990840991	Poltram Combo	tabletki powlekane	37.5+325 mg	30 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,65
4127	Tramadolum + Paracetamolum	05909990841004	Poltram Combo	tabletki powlekane	37.5+325 mg	60 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	5,05
4128	Tramadolum + Paracetamolum	05909990841004	Poltram Combo	tabletki powlekane	37.5+325 mg	60 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,70
4129	Tramadolum + Paracetamolum	05909990981472	Poltram Combo	tabletki powlekane	37.5+325 mg	90 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	6,82
4130	Tramadolum + Paracetamolum	05909990981472	Poltram Combo	tabletki powlekane	37.5+325 mg	90 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,29
4131	Tramadolum + Paracetamolum	05909991283735	Poltram Combo Forte	tabletki powlekane	75+650 mg	20 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	3,47
4132	Tramadolum + Paracetamolum	05909991283735	Poltram Combo Forte	tabletki powlekane	75+650 mg	20 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,57
4133	Tramadolum + Paracetamolum	05909991283742	Poltram Combo Forte	tabletki powlekane	75+650 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	4,84
4134	Tramadolum + Paracetamolum	05909991283742	Poltram Combo Forte	tabletki powlekane	75+650 mg	30 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,49
4135	Tramadolum + Paracetamolum	05909991283759	Poltram Combo Forte	tabletki powlekane	75+650 mg	60 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	8,52
4136	Tramadolum + Paracetamolum	05909991283759	Poltram Combo Forte	tabletki powlekane	75+650 mg	60 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,00
4137	Tramadolum + Paracetamolum	05909991283766	Poltram Combo Forte	tabletki powlekane	75+650 mg	90 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	12,40
4138	Tramadolum + Paracetamolum	05909991283766	Poltram Combo Forte	tabletki powlekane	75+650 mg	90 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,00
4139	Tramadolum + Paracetamolum	05909990964000	Tramadol + Paracetamol Genoptim	tabletki powlekane	37.5+325 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	2,68
4140	Tramadolum + Paracetamolum	05909990964000	Tramadol + Paracetamol Genoptim	tabletki powlekane	37.5+325 mg	30 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,50
4141	Tramadolum + Paracetamolum	05909990964055	Tramadol + Paracetamol Genoptim	tabletki powlekane	37.5+325 mg	60 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	4,72
4142	Tramadolum + Paracetamolum	05909990964055	Tramadol + Paracetamol Genoptim	tabletki powlekane	37.5+325 mg	60 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,37
4143	Tramadolum + Paracetamolum	05909990959488	Tramapar	tabletki powlekane	37.5+325 mg	60 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	4,84
4144	Tramadolum + Paracetamolum	05909990959488	Tramapar	tabletki powlekane	37.5+325 mg	60 szt.	Nowotwory złośliwe; 	bezpłatny do limitu	0,49
4145	Travoprostum	05906414003161	Rozatrav	krople do oczu, roztwór	40 µg/ml	1 but.a 2,5 ml	Jaskra; 	ryczałt	7,43
4146	Travoprostum	05906414003178	Rozatrav	krople do oczu, roztwór	40 µg/ml	3 but.a 2,5 ml	Jaskra; 	ryczałt	13,47
4147	Travoprostum	05900411002554	Rozatrav	krople do oczu, roztwór	40 µg/ml	4 but.a 2,5 ml	Jaskra; 	ryczałt	15,13
4148	Travoprostum	05909990942619	Travatan	krople do oczu, roztwór	0.04 mg/ml	1 but.po 2,5 ml	Jaskra; 	ryczałt	21,72
4149	Travoprostum	05909991197629	Travoprost Genoptim	krople do oczu, roztwór	40 µg/ml	1 but.po 2,5 ml	Jaskra; 	ryczałt	7,43
4150	Travoprostum	05909991321949	Vizitrav	krople do oczu, roztwór	40 µg/ml	1 poj.a 2,5 ml	Jaskra; 	ryczałt	10,19
4151	Travoprostum	05909991321956	Vizitrav	krople do oczu, roztwór	40 µg/ml	3 poj.a 2,5 ml	Jaskra; 	ryczałt	21,73
4152	Travoprostum + Timololum	05909990586172	DuoTrav	krople do oczu, roztwór	0.04+5 mg/ml	1 but.po 2,5 ml	Jaskra; 	ryczałt	25,64
4153	Travoprostum + Timololum	05909991347802	Rozaduo	krople do oczu, roztwór	0.04+5 mg/ml	1 but.a 2,5 ml	Jaskra; 	ryczałt	10,10
4154	Travoprostum + Timololum	05909991347819	Rozaduo	krople do oczu, roztwór	0.04+5 mg/ml	3 but.a 2,5 ml	Jaskra; 	ryczałt	21,46
4155	Travoprostum + Timololum	05909991347826	Rozaduo	krople do oczu, roztwór	0.04+5 mg/ml	4 but.a 2,5 ml	Jaskra; 	ryczałt	25,77
4156	Travoprostum + Timololum	05909991350420	Travoprost+Timolol Genoptim	krople do oczu, roztwór	0.04+5 mg/ml	1 but.a 2,5 ml	Jaskra; 	ryczałt	10,10
4157	Trazodoni hydrochloridum	05909991094799	Trittico XR	tabl. powl. o przedłużonym uwalnianiu	300 mg	30 szt.	Choroby psychiczne lub upośledzenia umysłowe; 	30%	37,61
4158	Trazodonum	05909990918720	Trittico CR	tabl. o przedłużonym uwalnianiu	150 mg	20 szt. (2 blist.po 10 szt.)	Choroby psychiczne lub upośledzenia umysłowe; 	30%	14,35
4159	Trazodonum	05909990715497	Trittico CR	tabl. o przedłużonym uwalnianiu	150 mg	60 szt. (6 blist.po 10 szt.)	Choroby psychiczne lub upośledzenia umysłowe; 	30%	38,18
4160	Trazodonum	05909990918621	Trittico CR	tabl. o przedłużonym uwalnianiu	75 mg	30 szt. (2 blist.po 15 szt.)	Choroby psychiczne lub upośledzenia umysłowe; 	30%	11,11
4161	Triamcinolonum	05909990915446	Polcortolon	tabletki	4 mg	20 szt. (2 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	6,37
4162	Triptorelinum	05909990894413	Diphereline SR 11.25 mg	proszek i rozpuszczalnik do sporządzania zawiesiny o przedłużonym uwalnianiu do wstrzykiwań	11.25 mg	1 fiol. + 1 amp.po 2 ml + 1 strz. + 2 igły	Nowotwory złośliwe - Rak prostaty; obniżenie popędu u osób z rozpoznaniem zaburzeń preferencji seksualnych w przypadku braku skuteczności lub przeciwwskazań do stosowania cyproteronu	ryczałt	59,13
4163	Triptorelinum	05909990486915	Diphereline SR 3.75	proszek i rozpuszczalnik do sporządzania zawiesiny o przedłużonym uwalnianiu do wstrzykiwań	3.75 mg	1 fiol. + 1 amp.po 2 ml + 1 strz. + 2 igły	Nowotwory złośliwe - Rak prostaty; obniżenie popędu u osób z rozpoznaniem zaburzeń preferencji seksualnych w przypadku braku skuteczności lub przeciwwskazań do stosowania cyproteronu	ryczałt	127,94
4164	Triptorelinum	05909990707553	Gonapeptyl Daily	roztwór do wstrzykiwań	0.1 mg/ml	7 amp.-strz.po 1 ml	Desensybilizacja przysadki mózgowej i zapobieganie przedwczesnej owulacji u pacjentek w wieku poniżej 40 roku życia, poddawanych kontrolowanej hiperstymulacji jajników - refundacja do 3 cykli; obniżenie popędu u osób z rozpoznaniem zaburzeń preferencji seksualnych w przypadku braku skuteczności lub przeciwwskazań do stosowania cyproteronu	ryczałt	3,20
4165	Tropicamidum	05909990125524	Tropicamidum WZF 0.5%	krople do oczu, roztwór	5 mg/ml	10 ml (2x5 ml)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	ryczałt	3,20
4166	Tropicamidum	05909990125623	Tropicamidum WZF 1%	krople do oczu, roztwór	10 mg/ml	10 ml (2x5 ml)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	ryczałt	3,20
4167	Umeclidinii bromidum	05909991108953	Incruse Ellipta	proszek do inhalacji	55 μg	30 daw.	Przewlekła obturacyjna choroba płuc – leczenie podtrzymujące u pacjentów powyżej 18 roku życia; 	30%	48,15
4168	Umeclidinii bromidum + Vilanterolum	05909991108984	Anoro Ellipta	proszek do inhalacji, podzielony	55+22 µg	1 inhalator po 30 dawek	Przewlekła obturacyjna choroba płuc – leczenie podtrzymujące u pacjentów powyżej 18 roku życia; 	30%	53,65
4169	Urofollitropinum	05909991083212	Fostimon	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	75 j.m./ml	1 fiol. z prosz.po 75 j.m. + 1 amp. z rozp.po 1 ml	Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; 	ryczałt	3,20
4170	Vaccinum influenzae inactivatum ex corticis antigeniis praeparatum (Szczepionka przeciw grypie, antygen powierzchniowy, inaktywowana)	05909991347352	Influvac Tetra	zawiesina do wstrzykiwań w ampułko-strzykawce	1 dawka	1 amp.-strzyk. 0,5 ml z igłą	Profilaktyka grypy u osób w wieku od 18. roku życia do 65. roku życia o zwiększonym ryzyku wystąpienia powikłań pogrypowych tj.: 1) po transplantacji narządów, 2) chorujących na niewydolność układu oddechowego, astmę oskrzelową, przewlekłą obturacyjną chorobę płuc, niewydolność układu krążenia, chorobę wieńcową, niewydolność nerek, nawracający zespół nerczycowy, choroby wątroby, choroby metaboliczne (w tym cukrzycę), choroby neurologiczne i neurorozwojowe; 3) w stanach obniżonej odporności (w tym po przeszczepie tkanek i chorujących na nowotwory układu krwiotwórczego) oraz u kobiet w ciąży; 	50%	24,95
4171	Valganciclovirum	05909991257354	Sperart	tabletki powlekane	450 mg	60 tabl.	Zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom narządów miąższowych - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 110 dni po przeszczepie; Zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom nerek - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 200 dni po przeszczepie; zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom kończyny, rogówki, szpiku, tkanek lub komórek - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 110 dni po przeszczepie; zakażenia wirusem cytomegalii po transplantacji narządów lub szpiku - leczenie; zakażenia wirusem Ebsteina-Barr po transplantacji narządów lub szpiku - leczenie	ryczałt	343,40
4172	Valganciclovirum	05909991228620	Valcyclox	tabletki powlekane	450 mg	60 tabl.	Zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom narządów miąższowych - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 110 dni po przeszczepie; Zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom nerek - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 200 dni po przeszczepie; zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom kończyny, rogówki, szpiku, tkanek lub komórek - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 110 dni po przeszczepie; zakażenia wirusem cytomegalii po transplantacji narządów lub szpiku - leczenie; zakażenia wirusem Ebsteina-Barr po transplantacji narządów lub szpiku - leczenie	ryczałt	513,50
4173	Valganciclovirum	05902768001082	Valcyte	proszek do sporządzania roztworu doustnego	50 mg/ml	1 but.po 12 g	Zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom narządów miąższowych - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 110 dni po przeszczepie - w przypadku udokumentowanych przeciwwskazań do stosowania walgancyklowiru w stałej doustnej postaci farmaceutycznej; Zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom nerek - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 200 dni po przeszczepie - w przypadku udokumentowanych przeciwwskazań do stosowania walgancyklowiru w stałej doustnej postaci farmaceutycznej; <1>zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom kończyny, rogówki, szpiku, tkanek lub komórek - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 110 dni po przeszczepie - w przypadku udokumentowanych przeciwwskazań do stosowania walgancyklowiru w stałej doustnej postaci farmaceutycznej; <2>zakażenia wirusem cytomegalii po transplantacji narządów lub szpiku - leczenie - w przypadku udokumentowanych przeciwwskazań do stosowania walgancyklowiru w stałej doustnej postaci farmaceutycznej; zakażenia wirusem Ebsteina-Barr po transplantacji narządów lub szpiku - leczenie - w przypadku udokumentowanych przeciwwskazań do stosowania walgancyklowiru w stałej doustnej postaci farmaceutycznej	ryczałt	3,20
4174	Valganciclovirum	05909991284381	Valhit	tabletki powlekane	450 mg	60 szt.	<1>Zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom narządów miąższowych - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 110 dni po przeszczepie; <2>Zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom nerek - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 200 dni po przeszczepie; zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom kończyny, rogówki, szpiku, tkanek lub komórek - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 110 dni po przeszczepie; zakażenia wirusem cytomegalii po transplantacji narządów lub szpiku - leczenie; zakażenia wirusem Ebsteina-Barr po transplantacji narządów lub szpiku - leczenie	ryczałt	3,20
4175	Valsartanum	05909990773763	Avasart	tabletki powlekane	160 mg	28 szt.. (4 blist.po 7 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	9,37
4176	Valsartanum	05909990773695	Avasart	tabletki powlekane	80 mg	28 szt.. (4 blist.po 7 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	5,48
4177	Valsartanum	05909990688739	Awalone	tabletki powlekane	160 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	6,25
4178	Valsartanum	05909990688548	Awalone	tabletki powlekane	80 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	3,32
4179	Valsartanum	05909991230395	Axudan	tabletki powlekane	160 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	5,91
4180	Valsartanum	05909991253912	Axudan	tabletki powlekane	160 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	6,03
4181	Valsartanum	05909991253226	Axudan	tabletki powlekane	80 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	3,28
4182	Valsartanum	05909990751877	Bespres	tabletki powlekane	160 mg	28 szt. (2 blist.po 14 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	9,37
4183	Valsartanum	05909991350680	Bespres	tabletki powlekane	160 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	5,94
4184	Valsartanum	05909990751594	Bespres	tabletki powlekane	80 mg	28 szt. (2 blist.po 14 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	5,33
4185	Valsartanum	05909990929238	Diovan	tabletki powlekane	160 mg	14 szt. (1 blist.po 14 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	10,03
4186	Valsartanum	05909990929214	Diovan	tabletki powlekane	160 mg	28 szt. (2 blist.po 14 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	18,44
4187	Valsartanum	05909990929115	Diovan	tabletki powlekane	80 mg	28 szt. (2 blist.po 14 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	14,57
4188	Valsartanum	05909990831067	Dipper - Mono	tabletki powlekane	160 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	10,84
4189	Valsartanum	05909990831081	Dipper - Mono	tabletki powlekane	160 mg	56 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	12,52
4190	Valsartanum	05909990831159	Dipper - Mono	tabletki powlekane	320 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	14,26
4191	Valsartanum	05909990830961	Dipper - Mono	tabletki powlekane	80 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	6,06
4192	Valsartanum	05909990830985	Dipper - Mono	tabletki powlekane	80 mg	56 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	6,47
4193	Valsartanum	05909990685981	Ivisart	tabletki	80 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	3,37
4194	Valsartanum	05909990682065	Tensart	tabletki powlekane	160 mg	28 szt. (4 blist.po 7 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	7,92
4195	Valsartanum	05909990681877	Tensart	tabletki powlekane	80 mg	28 szt. (4 blist.po 7 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	5,49
4196	Valsartanum	05909991299590	Valorion	tabletki powlekane	160 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	6,25
4197	Valsartanum	05909991299583	Valorion	tabletki powlekane	80 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	3,32
